Country,Date,DailyRevenue,UniqueCustomers,Transactions,TotalQuantity
Germany,2011-05-11,369.05,2,2,197
Germany,2011-05-12,12165.25,4,6,5825
Germany,2011-05-13,881.1999999999999,1,2,324
Germany,2011-05-17,742.28,2,2,529
Germany,2011-05-19,2059.22,6,7,1268
Germany,2011-05-20,-29.9,1,1,-2
Germany,2011-05-22,1703.81,2,2,968
Germany,2011-05-23,985.88,4,6,436
Germany,2011-05-24,293.25,1,1,121
Germany,2011-05-26,1027.53,3,5,533
Germany,2011-05-27,716.73,1,1,342
Germany,2011-05-29,582.73,1,1,258
Germany,2011-05-31,67.46,2,2,31
Germany,2011-06-01,613.79,2,3,547
Germany,2011-06-02,1970.88,4,4,1067
Germany,2011-06-03,68.1,1,1,23
Germany,2011-06-05,1002.63,2,2,529
Germany,2011-06-06,489.45000000000005,2,2,282
Germany,2011-06-07,-40.46,1,1,-71
Germany,2011-06-09,475.14,2,2,117
Germany,2011-06-10,627.4,1,1,92
Germany,2011-06-12,583.2,1,1,345
Germany,2011-06-13,2557.64,3,3,1309
Germany,2011-06-16,679.15,2,3,469
Germany,2011-06-20,1920.4,3,3,1337
Germany,2011-06-21,427.76,1,1,272
Germany,2011-06-23,276.93,1,1,145
Germany,2011-06-24,185.64000000000001,1,1,73
Germany,2011-06-26,44.25,1,1,15
Germany,2011-06-30,1199.12,3,3,797
Germany,2011-07-01,37.27,2,2,54
Germany,2011-07-04,1028.42,3,4,864
Germany,2011-07-07,1183.29,4,5,550
Germany,2011-07-08,1001.69,2,2,559
Germany,2011-07-12,558.96,2,3,569
Germany,2011-07-13,281.71,1,1,94
Germany,2011-07-14,1550.83,3,3,1078
Germany,2011-07-15,1337.1100000000001,2,2,416
Germany,2011-07-17,345.23,1,1,107
Germany,2011-07-19,2438.5,6,7,1418
Germany,2011-07-20,947.97,2,2,463
Germany,2011-07-21,1905.63,2,2,826
Germany,2011-07-22,768.02,1,1,426
Germany,2011-07-24,612.1,1,1,472
Germany,2011-07-25,1131.18,2,2,742
Germany,2011-07-26,-147.89999999999998,2,2,-45
Germany,2011-07-27,440.7,1,1,227
Germany,2011-07-28,385.14,1,1,177
Germany,2011-07-29,-84.19,1,1,-6
Germany,2011-08-01,1089.18,1,1,651
Germany,2011-08-02,1135.27,3,3,726
Germany,2011-08-03,221.04,1,1,187
Germany,2011-08-04,1249.93,3,3,580
Germany,2011-08-05,1066.1,3,3,553
Germany,2011-08-07,107.4,1,1,60
Germany,2011-08-08,416.65,1,1,273
Germany,2011-08-09,102.98,1,1,35
Germany,2011-08-11,-9.95,1,1,-1
Germany,2011-08-12,-36.050000000000004,1,1,-15
Germany,2011-08-15,378.12,1,1,462
Germany,2011-08-16,115.30000000000001,1,1,22
Germany,2011-08-17,748.06,2,2,372
Germany,2011-08-19,877.63,4,4,321
Germany,2011-08-21,324.83,1,1,187
Germany,2011-08-22,2269.37,3,3,1063
Germany,2011-08-23,443.17,4,4,349
Germany,2011-08-24,1691.43,5,8,1332
Germany,2011-08-25,620.15,2,2,399
Germany,2011-08-26,405.13,2,2,260
Germany,2011-08-30,403.83,1,1,133
Germany,2011-08-31,5404.08,3,3,1611
Germany,2011-09-01,-37.699999999999996,2,2,-14
Germany,2011-09-02,378.86,3,3,300
Germany,2011-09-04,2390.71,5,5,1608
Germany,2011-09-05,-19.03,1,1,-5
Germany,2011-09-06,1002.44,3,4,676
Germany,2011-09-08,1235.38,4,4,665
Germany,2011-09-09,-149.03,2,2,-45
Germany,2011-09-11,1653.89,3,3,1052
Germany,2011-09-13,199.8,1,1,213
Germany,2011-09-14,351.65,1,1,265
Germany,2011-09-16,1231.97,4,5,456
Germany,2011-09-19,2170.84,4,5,1658
Germany,2011-09-20,128.28,2,2,92
Germany,2011-09-21,1049.04,2,2,772
Germany,2011-09-22,708.23,3,3,333
Germany,2011-09-23,2569.5,4,4,1712
Germany,2011-09-26,704.0400000000001,1,1,262
Germany,2011-09-27,402.45,2,2,205
Germany,2011-09-28,359.92,3,3,162
Germany,2011-09-29,1107.13,3,3,484
Germany,2011-09-30,281.94,1,1,177
Germany,2011-10-04,-7.050000000000001,1,1,-3
Germany,2011-10-05,4178.92,3,4,2151
Germany,2011-10-06,3915.78,8,10,2469
Germany,2011-10-07,2866.85,5,5,2053
Germany,2011-10-10,272.98,2,2,109
Germany,2011-10-11,962.99,2,2,567
Germany,2011-10-12,1231.46,5,5,772
Germany,2011-10-13,2047.14,5,5,932
Germany,2011-10-14,1925.28,3,5,493
Germany,2011-10-17,3512.87,4,4,2798
Germany,2011-10-18,1315.27,3,3,725
Germany,2011-10-19,2588.86,5,6,1918
Germany,2011-10-20,1118.05,3,3,711
Germany,2011-10-21,1347.05,2,2,270
Germany,2011-10-23,-15.7,1,1,-2
Germany,2011-10-24,-38.449999999999996,1,1,-15
Germany,2011-10-25,1097.16,1,2,428
Germany,2011-10-26,119.74,1,2,24
Germany,2011-10-27,309.21000000000004,3,3,206
Germany,2011-10-28,1080.33,3,3,535
Germany,2011-10-31,785.53,4,4,495
Germany,2011-11-02,120.23,2,2,52
Germany,2011-11-03,817.97,2,2,417
Germany,2011-11-04,-21.65,1,1,-4
Germany,2011-11-06,1184.05,3,3,887
Germany,2011-11-07,548.85,2,2,277
Germany,2011-11-08,-237.26,3,3,-97
Germany,2011-11-09,447.75,2,2,86
Germany,2011-11-10,294.74,4,7,142
Germany,2011-11-11,2990.87,6,8,1575
Germany,2011-11-14,550.11,3,4,212
Germany,2011-11-15,893.41,2,2,596
Germany,2011-11-16,3594.12,8,11,2184
Germany,2011-11-17,3684.9100000000003,7,7,1369
Germany,2011-11-18,1102.72,4,5,491
Germany,2011-11-20,219.0,1,1,53
Germany,2011-11-21,366.45,3,4,284
Germany,2011-11-22,1018.77,3,3,552
Germany,2011-11-23,712.01,3,3,574
Germany,2011-11-24,4244.42,5,8,1930
Germany,2011-11-25,125.22,1,1,45
Germany,2011-11-28,1349.4,3,3,397
Germany,2011-11-29,1358.86,3,4,639
Germany,2011-11-30,679.4,2,2,261
Germany,2011-12-01,695.87,2,2,247
Germany,2011-12-02,37.83,2,2,-6
Germany,2011-12-04,1179.8700000000001,3,3,504
Germany,2011-12-05,269.35,3,3,148
Germany,2011-12-06,-36.65,2,2,-29
Germany,2011-12-07,2879.2599999999998,3,4,1220
Germany,2011-12-08,1089.45,2,2,969
Germany,2011-12-09,1689.72,4,4,880
Netherlands,2010-12-01,192.60000000000002,1,1,97
Netherlands,2010-12-20,70.96000000000001,1,1,46
Netherlands,2010-12-21,8520.92,1,1,6668
Netherlands,2011-01-14,10389.06,1,1,8210
Netherlands,2011-01-19,7722.04,1,1,6072
Netherlands,2011-01-20,305.28000000000003,1,1,288
Netherlands,2011-01-21,8060.3,1,1,5730
Netherlands,2011-01-31,134.48,1,1,117
Netherlands,2011-02-01,214.45,1,1,113
Netherlands,2011-02-03,-34.8,1,1,-24
Netherlands,2011-02-08,1261.28,1,2,1123
Netherlands,2011-02-21,18279.48,1,2,12208
Netherlands,2011-02-22,3211.7,1,1,2940
Netherlands,2011-03-09,444.8,1,1,277
Netherlands,2011-03-14,117.92999999999999,1,1,152
Netherlands,2011-03-22,235.71,1,1,170
Netherlands,2011-03-25,1563.51,2,2,835
Netherlands,2011-03-29,18247.5,1,2,12186
Netherlands,2011-03-30,1807.04,1,1,1208
Netherlands,2011-04-05,2284.2,1,2,1336
Netherlands,2011-04-28,692.36,1,1,432
Netherlands,2011-05-11,824.4,1,2,279
Netherlands,2011-05-12,16478.46,1,3,13262
Netherlands,2011-05-18,732.4,1,1,412
Netherlands,2011-05-20,294.72,1,1,128
Netherlands,2011-05-25,1392.0,1,1,960
Netherlands,2011-05-26,8980.88,1,1,4664
Netherlands,2011-05-31,483.02000000000004,2,2,231
Netherlands,2011-06-01,5422.8,1,2,2874
Netherlands,2011-06-03,419.8,1,1,329
Netherlands,2011-06-06,427.58,1,1,314
Netherlands,2011-06-09,69.0,2,2,73
Netherlands,2011-06-19,5683.0599999999995,1,1,4718
Netherlands,2011-06-20,154.67000000000002,1,1,61
Netherlands,2011-06-21,637.72,1,1,353
Netherlands,2011-06-28,14028.46,1,3,11010
Netherlands,2011-07-20,26.02,1,1,10
Netherlands,2011-08-09,12498.71,1,2,8182
Netherlands,2011-08-11,19150.66,1,1,14730
Netherlands,2011-08-12,825.6,1,1,992
Netherlands,2011-08-18,-206.4,1,1,-1
Netherlands,2011-08-23,424.8,1,1,288
Netherlands,2011-08-26,7428.04,1,3,5684
Netherlands,2011-08-31,-465.6000000000001,1,1,-768
Netherlands,2011-09-08,1946.68,1,2,1013
Netherlands,2011-09-09,186.56,1,1,145
Netherlands,2011-09-13,8281.12,1,1,4951
Netherlands,2011-09-19,15618.28,1,2,10649
Netherlands,2011-09-22,904.62,1,1,551
Netherlands,2011-10-05,91.85,1,1,4
Netherlands,2011-10-06,841.55,1,3,357
Netherlands,2011-10-07,171.93,1,1,212
Netherlands,2011-10-18,448.92,1,1,272
Netherlands,2011-10-20,25833.56,1,3,18140
Netherlands,2011-10-21,3325.62,1,3,2476
Netherlands,2011-10-27,9995.220000000001,1,3,5769
Netherlands,2011-11-02,4486.91,1,3,2732
Netherlands,2011-11-10,9823.12,1,3,7786
Netherlands,2011-11-16,232.5,1,1,147
Netherlands,2011-11-18,166.0,1,1,34
Netherlands,2011-11-20,140.24,1,2,154
Netherlands,2011-11-22,809.6,2,2,514
Netherlands,2011-11-23,10078.64,1,3,7244
Netherlands,2011-11-30,119.0,1,1,51
Netherlands,2011-12-07,11477.42,1,2,7818
Netherlands,2011-12-08,250.6,1,1,140
Spain,2010-12-03,620.0,1,1,400
Spain,2010-12-09,174.72,1,1,67
Spain,2010-12-13,881.01,1,1,300
Spain,2010-12-17,168.0,1,1,100
Spain,2011-01-06,-1126.0,1,1,-1
Spain,2011-01-07,1138.67,1,1,630
Spain,2011-01-10,1715.85,1,1,643
Spain,2011-01-11,4564.3,2,2,1483
Spain,2011-01-18,681.05,1,1,294
Spain,2011-01-19,112.92,1,1,48
Spain,2011-01-20,-65.69999999999999,1,1,-6
Spain,2011-01-24,157.45,1,1,104
Spain,2011-01-27,0.0,1,2,642
Spain,2011-02-01,288.98,1,1,193
Spain,2011-02-03,617.25,1,1,171
Spain,2011-02-09,762.11,1,1,287
Spain,2011-02-14,446.16,1,1,219
Spain,2011-02-18,-20.8,1,1,-4
Spain,2011-03-04,471.8,2,2,397
Spain,2011-03-07,-36.5,1,1,-5
Spain,2011-03-16,1218.95,2,2,405
Spain,2011-03-22,1085.99,1,1,335
Spain,2011-03-24,1140.76,1,1,512
Spain,2011-03-25,628.15,1,1,346
Spain,2011-03-28,817.5,1,1,550
Spain,2011-04-11,269.95,1,1,156
Spain,2011-04-21,1079.4,1,1,530
Spain,2011-04-28,436.3,1,1,267
Spain,2011-05-04,1380.11,1,1,747
Spain,2011-05-06,522.6,1,1,88
Spain,2011-05-26,48.4,1,1,25
Spain,2011-05-31,1306.49,1,1,608
Spain,2011-06-03,264.4,1,1,107
Spain,2011-06-06,357.99,1,1,173
Spain,2011-06-09,912.66,1,1,445
Spain,2011-06-16,1137.99,1,1,424
Spain,2011-06-19,564.2,3,4,339
Spain,2011-06-26,95.19999999999999,1,1,49
Spain,2011-07-04,4146.34,1,1,1506
Spain,2011-07-06,230.5,2,2,167
Spain,2011-07-07,416.62,2,3,216
Spain,2011-07-11,312.9,1,1,166
Spain,2011-07-20,301.52,1,1,59
Spain,2011-07-25,1358.3899999999999,1,1,649
Spain,2011-07-28,811.9,1,1,675
Spain,2011-08-04,867.43,2,2,185
Spain,2011-08-16,200.24,1,2,82
Spain,2011-08-17,231.76,1,1,158
Spain,2011-08-21,-3.249999999999999,1,2,1
Spain,2011-08-24,509.34000000000003,1,1,317
Spain,2011-08-28,1246.49,1,1,800
Spain,2011-08-31,278.4,2,2,55
Spain,2011-09-05,1092.35,1,1,234
Spain,2011-09-08,459.99,1,1,243
Spain,2011-09-19,971.65,1,1,565
Spain,2011-09-20,-25.5,1,1,-2
Spain,2011-09-21,964.83,1,1,569
Spain,2011-09-23,1037.68,2,2,572
Spain,2011-09-25,372.24,1,1,177
Spain,2011-09-27,290.5,1,1,323
Spain,2011-10-03,-9.95,1,1,-1
Spain,2011-10-04,-20.0,1,1,-16
Spain,2011-10-07,422.8,1,1,227
Spain,2011-10-14,3528.34,1,1,1006
Spain,2011-10-17,-3528.3399999999997,1,1,-1006
Spain,2011-10-18,1019.47,1,1,724
Spain,2011-10-19,348.32,1,1,318
Spain,2011-10-20,290.81,1,1,192
Spain,2011-10-24,401.3,1,1,158
Spain,2011-10-26,449.45,1,1,243
Spain,2011-10-30,2176.45,1,1,1484
Spain,2011-11-03,372.7,1,1,136
Spain,2011-11-04,738.57,1,1,327
Spain,2011-11-07,11.910000000000007,2,2,-44
Spain,2011-11-08,573.71,1,1,239
Spain,2011-11-10,791.99,3,3,448
Spain,2011-11-17,1184.06,2,2,508
Spain,2011-11-20,1094.23,2,2,477
Spain,2011-11-21,427.48,1,1,249
Spain,2011-11-23,2990.0,1,1,920
Spain,2011-11-24,178.48,1,1,77
Spain,2011-11-29,170.74,1,1,117
Spain,2011-12-06,172.06,1,1,182
Spain,2011-12-07,99.37,2,2,74
Sweden,2010-12-14,0.0,1,2,0
Sweden,2010-12-17,2646.2999999999997,1,1,3714
Sweden,2011-01-04,507.56,1,2,292
Sweden,2011-01-28,2938.7599999999998,1,1,2804
Sweden,2011-02-01,509.5,1,1,250
Sweden,2011-03-10,-57.60000000000001,1,2,0
Sweden,2011-03-14,4400.28,1,1,5156
Sweden,2011-03-24,197.9,1,1,107
Sweden,2011-04-15,486.1,1,1,201
Sweden,2011-04-27,323.0,1,1,109
Sweden,2011-05-03,-8.5,1,1,-2
Sweden,2011-05-04,-8.5,1,1,-2
Sweden,2011-05-11,8.5,1,1,2
Sweden,2011-05-12,2557.88,1,1,2794
Sweden,2011-05-18,115.60000000000001,1,1,37
Sweden,2011-06-02,121.55,1,1,54
Sweden,2011-06-09,319.95,1,1,188
Sweden,2011-06-23,390.5,1,1,162
Sweden,2011-07-06,2825.1,1,1,3242
Sweden,2011-07-31,3976.99,2,2,2764
Sweden,2011-08-04,612.0,1,1,960
Sweden,2011-08-08,249.10000000000002,2,2,85
Sweden,2011-08-16,185.9,1,1,72
Sweden,2011-08-17,-9.899999999999999,1,1,-6
Sweden,2011-08-25,353.86,1,1,197
Sweden,2011-09-02,309.45,1,1,163
Sweden,2011-09-13,4114.08,1,1,4072
Sweden,2011-09-30,151.68,1,1,109
Sweden,2011-10-14,15.0,1,1,1
Sweden,2011-10-17,5296.96,1,1,5952
Sweden,2011-10-30,454.2,1,1,198
Sweden,2011-11-06,671.69,1,1,577
Sweden,2011-11-08,-20.85,1,1,-6
Sweden,2011-11-11,223.68,1,1,149
Sweden,2011-11-14,1238.48,1,1,1060
Sweden,2011-11-15,181.66,1,1,67
Sweden,2011-11-18,-8.67,1,1,-3
Sweden,2011-11-22,326.72,1,2,118
Sweden,2011-12-05,0.0,1,2,0
Switzerland,2010-12-03,303.4,1,1,110
Switzerland,2010-12-20,1001.52,1,1,604
Switzerland,2011-01-19,3604.63,2,2,2653
Switzerland,2011-01-28,626.6,1,1,340
Switzerland,2011-02-04,693.3299999999999,1,2,211
Switzerland,2011-02-11,-12.25,1,1,-2
Switzerland,2011-02-24,1340.32,1,1,560
Switzerland,2011-02-25,179.35,1,1,66
Switzerland,2011-02-28,441.92,1,1,270
Switzerland,2011-03-09,439.28,1,1,314
Switzerland,2011-03-25,490.78000000000003,1,1,227
Switzerland,2011-03-30,940.1700000000001,1,1,445
Switzerland,2011-04-11,-29.849999999999998,1,1,-3
Switzerland,2011-04-14,669.25,1,1,197
Switzerland,2011-04-15,219.0,1,1,101
Switzerland,2011-04-20,-45.900000000000006,1,3,-6
Switzerland,2011-04-21,1009.69,1,1,489
Switzerland,2011-05-03,-42.8,1,1,-4
Switzerland,2011-05-05,2388.31,1,1,1771
Switzerland,2011-05-09,315.3,1,1,114
Switzerland,2011-05-31,906.4,1,1,364
Switzerland,2011-06-08,612.68,1,1,245
Switzerland,2011-06-10,6207.08,1,1,3142
Switzerland,2011-06-13,-21.95,1,1,-5
Switzerland,2011-06-24,417.36,1,1,175
Switzerland,2011-06-26,667.03,1,1,408
Switzerland,2011-07-01,360.8,1,1,152
Switzerland,2011-07-08,626.88,1,1,282
Switzerland,2011-07-15,-102.0,1,1,-120
Switzerland,2011-07-17,235.96,0,1,213
Switzerland,2011-07-25,736.0,1,2,408
Switzerland,2011-07-26,593.74,1,1,142
Switzerland,2011-07-31,1325.23,1,1,628
Switzerland,2011-08-02,3969.62,3,3,2513
Switzerland,2011-08-03,-16.6,1,1,-4
Switzerland,2011-08-10,292.69,1,1,62
Switzerland,2011-08-14,-4.95,1,1,-1
Switzerland,2011-08-19,668.58,1,1,407
Switzerland,2011-08-23,-27.15,1,1,-17
Switzerland,2011-09-06,200.0,1,1,5
Switzerland,2011-09-14,743.28,1,1,376
Switzerland,2011-09-15,160.0,1,1,4
Switzerland,2011-09-21,-24.95,2,5,-11
Switzerland,2011-09-22,4860.64,1,1,2408
Switzerland,2011-09-28,1810.51,1,1,1225
Switzerland,2011-09-29,505.48,1,1,236
Switzerland,2011-10-03,-16.75,1,1,-5
Switzerland,2011-10-05,2539.56,1,1,1650
Switzerland,2011-10-11,1527.96,1,1,582
Switzerland,2011-10-12,661.92,2,2,332
Switzerland,2011-10-25,1635.6599999999999,1,1,1394
Switzerland,2011-10-26,1275.64,2,2,569
Switzerland,2011-10-28,409.99,0,2,334
Switzerland,2011-11-06,6207.67,1,1,2708
Switzerland,2011-11-11,292.58,1,1,64
Switzerland,2011-11-18,925.64,1,1,669
Switzerland,2011-11-23,428.57,1,3,183
Switzerland,2011-11-29,262.5,1,1,151
United Kingdom,2010-12-01,54615.15,91,135,23949
United Kingdom,2010-12-02,46053.93,113,163,20873
United Kingdom,2010-12-03,39985.44,42,94,10439
United Kingdom,2010-12-05,25462.2,70,86,13604
United Kingdom,2010-12-06,52402.840000000004,85,126,20669
United Kingdom,2010-12-07,42301.479999999996,66,107,23769
United Kingdom,2010-12-08,40167.17,105,141,20086
United Kingdom,2010-12-09,42994.03,107,167,14545
United Kingdom,2010-12-10,52504.6,50,86,18273
United Kingdom,2010-12-12,13650.33,41,50,8156
United Kingdom,2010-12-13,34510.78,59,80,17325
United Kingdom,2010-12-14,41340.07,100,138,19233
United Kingdom,2010-12-15,29548.3,82,94,18211
United Kingdom,2010-12-16,46975.39,113,143,28060
United Kingdom,2010-12-17,32491.11,35,52,8824
United Kingdom,2010-12-19,6636.34,15,23,3303
United Kingdom,2010-12-20,22521.34,52,87,13714
United Kingdom,2010-12-21,36971.81,26,60,8100
United Kingdom,2010-12-22,5423.45,15,20,2350
United Kingdom,2010-12-23,10186.86,19,33,4618
United Kingdom,2011-01-04,14442.92,37,55,7647
United Kingdom,2011-01-05,-2280.36,46,65,17934
United Kingdom,2011-01-06,30767.69,58,69,17274
United Kingdom,2011-01-07,21053.25,42,51,12591
United Kingdom,2011-01-09,14238.64,44,47,7377
United Kingdom,2011-01-10,20130.86,29,53,6911
United Kingdom,2011-01-11,61133.43,53,76,26297
United Kingdom,2011-01-12,21105.04,41,54,8622
United Kingdom,2011-01-13,18171.43,45,49,9266
United Kingdom,2011-01-14,17712.03,38,47,7303
United Kingdom,2011-01-16,7116.61,22,29,4181
United Kingdom,2011-01-17,26162.44,43,50,12002
United Kingdom,2011-01-18,15130.03,30,47,6754
United Kingdom,2011-01-19,13103.22,27,35,7802
United Kingdom,2011-01-20,13213.26,30,47,6287
United Kingdom,2011-01-21,22983.26,46,59,8921
United Kingdom,2011-01-23,9771.45,26,29,5068
United Kingdom,2011-01-24,17459.75,39,53,8825
United Kingdom,2011-01-25,22991.98,61,76,11873
United Kingdom,2011-01-26,15902.83,51,65,8692
United Kingdom,2011-01-27,17533.25,53,77,9171
United Kingdom,2011-01-28,13617.61,37,93,13647
United Kingdom,2011-01-30,6456.4400000000005,22,25,3367
United Kingdom,2011-01-31,16391.24,55,76,9569
United Kingdom,2011-02-01,25482.420000000002,56,77,13880
United Kingdom,2011-02-02,19853.8,54,67,8607
United Kingdom,2011-02-03,20117.63,40,45,16063
United Kingdom,2011-02-04,22523.64,36,68,10336
United Kingdom,2011-02-06,3457.11,11,11,2048
United Kingdom,2011-02-07,23434.96,34,46,8168
United Kingdom,2011-02-08,19149.88,35,50,8701
United Kingdom,2011-02-09,9487.01,17,26,3427
United Kingdom,2011-02-10,12754.03,55,63,10765
United Kingdom,2011-02-11,17941.37,65,90,8952
United Kingdom,2011-02-13,5535.4,21,24,2715
United Kingdom,2011-02-14,21002.48,40,47,10813
United Kingdom,2011-02-15,16434.85,43,64,10715
United Kingdom,2011-02-16,20670.43,51,63,13084
United Kingdom,2011-02-17,24155.97,44,66,13452
United Kingdom,2011-02-18,14428.55,42,59,7136
United Kingdom,2011-02-20,9578.89,26,29,5346
United Kingdom,2011-02-21,882.5099999999996,32,45,6832
United Kingdom,2011-02-22,29105.47,49,61,18518
United Kingdom,2011-02-23,24484.5,50,64,12391
United Kingdom,2011-02-24,20969.33,53,62,10945
United Kingdom,2011-02-25,18908.99,39,46,9690
United Kingdom,2011-02-27,8967.9,29,33,4570
United Kingdom,2011-02-28,18920.79,41,53,8487
United Kingdom,2011-03-01,15349.11,45,55,8163
United Kingdom,2011-03-02,17495.7,56,64,8047
United Kingdom,2011-03-03,17434.95,55,75,7212
United Kingdom,2011-03-04,16631.84,31,48,11577
United Kingdom,2011-03-06,9596.23,28,35,4989
United Kingdom,2011-03-07,29828.04,67,98,13377
United Kingdom,2011-03-08,22599.9,38,56,5387
United Kingdom,2011-03-09,19235.78,47,75,2833
United Kingdom,2011-03-10,17469.35,64,81,10652
United Kingdom,2011-03-11,20309.26,43,59,9529
United Kingdom,2011-03-13,3794.33,15,16,2556
United Kingdom,2011-03-14,18598.87,41,51,10116
United Kingdom,2011-03-15,16402.11,39,57,7277
United Kingdom,2011-03-16,19400.19,44,54,11968
United Kingdom,2011-03-17,31998.97,66,80,18037
United Kingdom,2011-03-18,13635.820000000002,46,70,12239
United Kingdom,2011-03-20,20467.39,51,58,13277
United Kingdom,2011-03-21,15843.64,54,64,9983
United Kingdom,2011-03-22,28106.69,36,75,13201
United Kingdom,2011-03-23,19733.56,51,80,8311
United Kingdom,2011-03-24,33702.3,61,85,17003
United Kingdom,2011-03-25,24220.170000000002,41,57,9966
United Kingdom,2011-03-27,8844.47,40,43,4353
United Kingdom,2011-03-28,14918.720000000001,45,74,9754
United Kingdom,2011-03-29,51760.82,50,92,19893
United Kingdom,2011-03-30,27819.59,70,113,17567
United Kingdom,2011-03-31,24509.59,65,87,12576
United Kingdom,2011-04-01,21850.62,61,99,16227
United Kingdom,2011-04-03,6878.1,18,22,5660
United Kingdom,2011-04-04,22835.46,49,69,11750
United Kingdom,2011-04-05,19335.02,46,86,9747
United Kingdom,2011-04-06,16328.82,40,87,7935
United Kingdom,2011-04-07,15565.88,57,72,8348
United Kingdom,2011-04-08,20134.59,65,129,7535
United Kingdom,2011-04-10,8887.39,31,36,5336
United Kingdom,2011-04-11,19606.79,52,65,11776
United Kingdom,2011-04-12,23240.04,62,78,14202
United Kingdom,2011-04-13,22434.71,61,76,17426
United Kingdom,2011-04-14,30572.07,82,99,15713
United Kingdom,2011-04-15,26030.071,35,52,11832
United Kingdom,2011-04-17,11627.34,36,41,7628
United Kingdom,2011-04-18,29052.83,63,91,15671
United Kingdom,2011-04-19,20240.14,57,68,12307
United Kingdom,2011-04-20,27326.49,64,84,17547
United Kingdom,2011-04-21,27378.36,62,105,16565
United Kingdom,2011-04-26,29675.54,56,80,15285
United Kingdom,2011-04-27,23706.76,60,88,17098
United Kingdom,2011-04-28,19547.02,54,95,12078
United Kingdom,2011-05-01,5870.33,17,20,3167
United Kingdom,2011-05-03,16694.71,55,115,10303
United Kingdom,2011-05-04,24733.71,56,70,14010
United Kingdom,2011-05-05,25024.28,86,102,15011
United Kingdom,2011-05-06,30534.89,63,107,17404
United Kingdom,2011-05-08,16889.96,56,64,9469
United Kingdom,2011-05-09,24123.35,56,77,11730
United Kingdom,2011-05-10,42133.94,69,108,15449
United Kingdom,2011-05-11,28503.98,59,89,13794
United Kingdom,2011-05-12,27154.04,74,90,13576
United Kingdom,2011-05-13,25544.75,47,70,12240
United Kingdom,2011-05-15,9169.1,27,29,4618
United Kingdom,2011-05-16,19907.79,48,80,11927
United Kingdom,2011-05-17,38680.99,74,111,17030
United Kingdom,2011-05-18,31205.4,60,83,17366
United Kingdom,2011-05-19,28964.79,85,110,15164
United Kingdom,2011-05-20,23744.47,65,84,13936
United Kingdom,2011-05-22,21590.85,53,58,11470
United Kingdom,2011-05-23,26268.47,63,102,14457
United Kingdom,2011-05-24,36368.02,72,97,15307
United Kingdom,2011-05-25,20122.34,53,84,9639
United Kingdom,2011-05-26,22033.04,50,65,10147
United Kingdom,2011-05-27,26385.94,60,82,15563
United Kingdom,2011-05-29,6625.57,19,24,3826
United Kingdom,2011-05-31,18185.15,43,52,9849
United Kingdom,2011-06-01,14131.1,49,57,7410
United Kingdom,2011-06-02,30432.58,48,80,12725
United Kingdom,2011-06-03,14889.38,35,47,6742
United Kingdom,2011-06-05,19392.04,54,62,10381
United Kingdom,2011-06-06,14141.8,59,66,7876
United Kingdom,2011-06-07,36420.590000000004,78,93,17871
United Kingdom,2011-06-08,36580.61,67,102,16376
United Kingdom,2011-06-09,39547.33,75,96,27000
United Kingdom,2011-06-10,15234.68,47,88,4738
United Kingdom,2011-06-12,11540.48,36,38,8421
United Kingdom,2011-06-13,14616.3,64,79,6752
United Kingdom,2011-06-14,40236.13,44,65,-13746
United Kingdom,2011-06-15,15883.37,42,80,10484
United Kingdom,2011-06-16,30485.56,75,99,16673
United Kingdom,2011-06-17,15803.16,33,56,9398
United Kingdom,2011-06-19,15683.99,51,57,9856
United Kingdom,2011-06-20,24884.47,54,88,10869
United Kingdom,2011-06-21,20504.47,58,78,6804
United Kingdom,2011-06-22,16492.46,49,59,11492
United Kingdom,2011-06-23,21954.28,68,81,12970
United Kingdom,2011-06-24,5844.580000000001,40,54,8291
United Kingdom,2011-06-26,5368.69,27,33,3023
United Kingdom,2011-06-27,15806.3,40,58,9323
United Kingdom,2011-06-28,20541.9,46,80,8523
United Kingdom,2011-06-29,18077.89,40,62,8983
United Kingdom,2011-06-30,39984.21,52,72,19287
United Kingdom,2011-07-01,10527.710000000001,33,62,5990
United Kingdom,2011-07-03,5977.14,24,27,3106
United Kingdom,2011-07-04,37334.83,35,55,12516
United Kingdom,2011-07-05,38852.48,63,84,21128
United Kingdom,2011-07-06,21448.3,60,72,14747
United Kingdom,2011-07-07,29456.0,71,83,18047
United Kingdom,2011-07-08,23404.079999999998,45,85,9716
United Kingdom,2011-07-10,5692.07,20,29,4214
United Kingdom,2011-07-11,19916.670000000002,44,62,13264
United Kingdom,2011-07-12,23624.37,46,58,12475
United Kingdom,2011-07-13,5881.5199999999995,46,58,9973
United Kingdom,2011-07-14,24933.68,61,81,12772
United Kingdom,2011-07-15,12244.78,36,57,6404
United Kingdom,2011-07-17,16443.37,43,50,10675
United Kingdom,2011-07-18,21550.34,52,102,9908
United Kingdom,2011-07-19,32075.37,59,71,17236
United Kingdom,2011-07-20,25194.25,46,70,15806
United Kingdom,2011-07-21,27083.0,69,99,17944
United Kingdom,2011-07-22,18357.14,40,56,9007
United Kingdom,2011-07-24,24771.71,51,59,16229
United Kingdom,2011-07-25,23094.69,47,63,13420
United Kingdom,2011-07-26,20213.251,51,81,13159
United Kingdom,2011-07-27,19263.28,35,80,9915
